"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
1767833504256240,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Orano","Ingénieur Études en Scenarii de démantèlement nucléaire",42000,"Oui",45000,"","","",""
1782336060520780,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","CS GROUP","Ingénieur d'intégration :)",38000,"Oui",40000,"","","",""
1782332803576800,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Occitanie","Non","","",NA,"",NA,"","","",""
1875976728047100,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Oui","Thales","Ingénieur Etudes et Développement",36000,"Oui",37000,"De 50 à 249 salarié(e)s ","Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques","Oui","Cartolux-Thiers"
1793840447037670,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","STMicroelectronics","Analog Designer HW",48518,"Oui",50468,"","","",""
1776106872911820,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Bretagne","Oui","ADVANS Group","Ingénieur d'affaires",30000,"Oui",40000,"","","",""
1775263820111760,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","","","Ingénieur de développement en logiciel embarqué",34200,"Oui",38000,"","","",""
1789139125979470,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Chef de projet en développement électronique",36000,"Non",36000,"","","",""
1776106574024290,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Ingénieur fullstack",50000,"Non",50000,"250 à  4 999 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui","Ippon Technologies"
1793744651204510,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur hydraulicien chargé de projet ",27600,"Oui",31000,"","","",""
1827085733230460,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","ING","Developpeuse ",NA,"Oui",NA,"","","",""
1875270214196200,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Egis","Ingénieur hydraulicien chargé d'études",36000,"Oui",37000,"","","",""
1782332987613640,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Refresco","",NA,"",NA,"","","",""
1775956183971460,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur conception et développement électronique",31200,"Oui",36200,"","","",""
1776541346524700,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Credit Agricole","Développeur Avancé Front-End",38000,"Oui",45000,"","","",""
1788522878921020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Project manager & System integration specialist",45000,"Oui",50000,"","","",""
1782332138922440,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","Carta","Full stack Engineer",73000,"Non",73000,"","","",""
1782529546349580,"Autre","En France","","","","",NA,"",NA,"","","",""
1888742113596450,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Développeur backend ",NA,"Non",NA,"","","",""
1875413508815290,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur d'application",31200,"Oui",34000,"","","",""
1756662215309860,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","VIVERIS","Ingénieur Logiciel",32670,"Oui",33000,"","","",""
1868316565632230,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","SUEZ","Chargé d'Etudes",32000,"Oui",37000,"","","",""
1783551660836590,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur en développement logiciel embarqué",29400,"Non",29400,"","","",""
1883551733053140,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Grand Est","Oui","SUEZ","Ingénieur mise en route ",33000,"Oui",37000,"","","",""
1788922030976540,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur en conception mécanique",33300,"Non",33300,"","","",""
1794680862667650,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Avnet","",31500,"Non",31500,"","","",""
1793744502773150,"","","","","","",NA,"",NA,"","","",""
1767833230934110,"","","","","","",NA,"",NA,"","","",""
1906661711542560,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Analyste ",39000,"Non",39000,"","","",""
1776106867791450,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Bourgogne-Franche-Comté","Oui","VINCI","Ingénieur d'études",36500,"Oui",38000,"","","",""
1868367438963630,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Alienor","Ingenieur d'etudes",NA,"",NA,"","","",""
1789471732111400,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non",""," Ingénieur consultant mécanique et structures industrielles",36000,"Non",36000,"","","",""
1775257671043310,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Advans","",33600,"Non",33600,"","","",""
1889467657059480,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Non","","Responsable production matérielle et développements de type capteurs",44800,"Oui",48600,"","","",""
1810646140814190,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur électronique ",34000,"Oui",35000,"","","",""
1768183769929160,"","","","","","",NA,"",NA,"","","",""
1882332498474700,"Contrat local","A l'étranger","","Oui","IWF - Iron Will France","Ingénieur soudage et qualité ",52500,"Non",52500,"","","",""
1767190268463680,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","","","",42000,"Non",42000,"","","",""
1768549611509780,"","","","","","",NA,"",NA,"","","",""
1776695446040510,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Continental ","Software développer ",37000,"Oui",37000,"","","",""
1789139176243790,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","","","Ingenieur référent technique hardware",40000,"Oui",45000,"","","",""
1788410731268180,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Advans group","Ingenieur d'études junior ",34800,"Non",34800,"","","",""
1782714865636150,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","SAUR FRANCE","Ingénieur exécution / Affaires",39312,"Oui",43570,"","","",""
1789134608475590,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Non","Bouygues","Administrateur",35000,"Non",35000,"","","",""
1868316575186820,"","","","","","",NA,"",NA,"","","",""
1793786767761630,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","chef de projet tuyauterie",33000,"Non",33000,"","","",""
1789030792926960,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","",38000,"Non",38000,"","","",""
1783551670984510,"","","","","","",NA,"",NA,"","","",""
1783174162122380,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","","","Ingénieur d'études",35000,"Non",35000,"","","",""
1876394537750010,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","","","Ingenieur de Developement ",38000,"Non",38000,"","","",""
1789139006721990,"","","","","","",NA,"",NA,"","Enseignement, recherche","Non",""
1867472457248930,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Orano","Ingénieur études démantèlement nulceaire",NA,"Oui",NA,"","","",""
1982874439967810,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Safran","Ingénieur système et qualification environnementale",32500,"Oui",35000,"","","",""
1888459797367970,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","GENERAL ELECTRIC","Ingénieur Systèmes",39000,"Oui",39000,"","","",""
1782520328946360,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Piman Group","Projet Manager ",41000,"Oui",44000,"","","",""
1775713768096590,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Gérard Perrier industrie ","Chargé d'affaire mécanique ",32500,"Oui",32500,"","","",""
1793840346963580,"","","","","","",NA,"",NA,"","","",""
1867188673642090,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Mediane Système","Ingénieure Electronique ",32000,"Non",32000,"","","",""
1789086611105750,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","","","",NA,"",NA,"","","",""
1883235661705890,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieure Hardware",32028,"Non",32028,"","","",""
1857534014892390,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Non","","Chef de Projet R&D / industrialisation",39000,"Oui",42000,"","","",""
1776091883997910,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","LGM","Ingenieure électronique et Fgpa",34000,"Non",34000,"","","",""
1875976736425980,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","SNCF","Ingénieur Maintenance et Travaux Génie Civil",38000,"Oui",40000,"","","",""
1789583003245020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Diasys","Ingénieur bureau d'études mécanique ",36000,"Non",36000,"","","",""
1798491360821410,"","","","","","",NA,"",NA,"","","",""
1768549695730200,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Next Pool","Ingénieur développement logiciel embarqué",34000,"Oui",37000,"De 50 à 249 salarié(e)s ","Télécommunications","Oui","Osmozis"
1783679157044340,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur Systèmes Embarqués",40000,"Non",40000,"","","",""
1789582939685460,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Atos","Ingénieur d'Etudes FPGA",36000,"Non",36000,"","","",""
1783800223388210,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur Electronique",28000,"Non",28000,"","","",""
1794779368777150,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","thales ","ingénieure conception fpga",43200,"Oui",43200,"","","",""
