Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,nature_contrat,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,statut_entreprise,nb_salarie_entrprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,secteur_intervention,emploi_lie_energie_renouvelable,salaire_brut_sans_prime,prime,salaire_brut_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Femme,1794282911392610,Oui,,2019.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,6.0,En France,Occitanie,,5.0,0.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Assistante R&D et Affaires Réglementaire ,Non,"Autres activités spécialisées, scientifiques et techniques",Recherche-développement scientifique,,26400.0,Oui,26400.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Candidature spontannée,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée",Le lieu géographique ,oui,oui,5.0,4.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,Oui
Homme,1788520557411990,Non,Chinoise,2019.0,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse / PhD,,,,,,Contrat à durée déterminée (CDD),,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1767472964563190,Oui,,2019.0,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,Business engineer,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1882331845956370,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,18.0,En France,Occitanie,,15.0,,Secteur public,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur de recherche RF,Oui,Recherche-développement scientifique,Recherche-développement scientifique,,29270.0,Non,29270.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),De 1 à moins de 2 mois,Relations personnelles,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Oui,l'échéance du contrat approche,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées,4.0,,,Oui
Femme,1776106802247870,Oui,,2019.0,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,28.0,0.0,Secteur public,De 50 à 249 salarié(e)s ,Non,,Maîtrise d'ouvrage ,Chargée d'opérations,Non,"Production et distribution d'eau assainissement, gestion des déchets et dépollution","Construction, BTP",,26549.0,Oui,27549.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,,Sites Internet d'entreprises,"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée",Le lieu géographique ,non,oui,4.0,5.0,5.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Femme,1776166914449430,Oui,,2019.0,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,27.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,"Méthodes, contrôle de production, maintenance",Cadre Technique,Oui,Industrie chimique,Industrie chimique,,,,,NON,OUI,OUI,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),stage de fin d'études|Candidature spontannée|Relations personnelles,,,,5.0,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
Homme,1899261168591870,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En poursuite d'études (hors thèse) / en formation,,,,,non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, pour une formation de spécialisation",Ingénieur électronique cartes analogiques ,En France,Île-de-France,3D PLUS,250 à  4 999 salarié(e)s ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",14.0,Oui,Non,Apprenti(e) : Embauché(e) par l'entreprise d'apprentissage,La notoriété de l'entreprise ,37200.0,Oui,53000.0,3.0,Recours au télétravail,4.0,,,Oui
Femme,1766825151490760,Oui,,2019.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Nouvelle-Aquitaine,,24.0,1.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Ecocert,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Auditeur,Non,"Agriculture, sylviculture et pêche ","Agriculture, sylviculture et pêche ",,27900.0,Non,27900.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,De 2 à moins de 3 mois,Site Internet spécialisé dans l'emploi (dont APEC),Sites Internet d'entreprises|Candidature spontannée,Le contenu de la mission / poste proposé,non,non,4.0,4.0,2.0,3.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
Homme,1783174101378910,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Pays de la Loire,,14.0,0.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Segula,Informatique industrielle et technique ,Ingénieur logiciel embarqué,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,40000.0,Oui,44000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,oui,oui,4.0,5.0,5.0,5.0,5.0,3.0,Oui,Lieu géographique,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins d'offres d'emploi,5.0,,,Oui
Femme,1782910866773040,Oui,,2019.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,24.0,En France,Île-de-France,,1.0,0.0,Secteur public,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chercheure contractuelle,Non,"Enseignement, recherche",Industrie agroalimentaire ,,22392.0,Non,22392.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),6 mois ou plus,stage de fin d'études,Sites Internet d'entreprises|Candidature spontannée|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,5.0,2.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi|Formation annulée ou reportée,4.0,,,Oui
Femme,1782340107568330,Oui,,2019.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,11.0,0.0,Secteur privé, Moins de 10 salarié(e)s ,Non,,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Consultante agroalimentaire,Non,Hébergement et restauration,Hébergement et restauration,,27600.0,Oui,29900.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,,Site Internet spécialisé dans l'emploi (dont APEC),"Plateforme emploi de l'école (Poly+)|stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)",Le lieu géographique ,non,oui,2.0,1.0,3.0,1.0,1.0,4.0,Oui,Ambiance de travail,,,,,,,,,,,,,,,,,,,,,,,,,,
 Rémunération ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Localisation géographique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,activité professionnelle,,,,,,,,,,,,,En France,Fitoform,,, Moins de 10 salarié(e)s ,Non,,Industrie agroalimentaire ,9.0,Non,Non,L'adéquation avec un projet professionnel ,22800.0,Non,4.0,5.0,1.0,5.0,1.0,1.0,4.0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homme,1794190819221150,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thèse,,,,,,,,,,,,,,,,,,,,,Perte d'emploi / Cessation d'activité|Difficultés d'organisations. Isolement.,4.0,,,Oui
Femme,1776167060979250,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,Ingénieure système embarqué Junior,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Report de signature de contrat / Report d'embauche,4.0,,,Oui
Femme,1775570325821360,Oui,,2019.0,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,Ingenieur Process Development,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),"Démission, vous aviez une autre proposition de contrat",Ingenieur tests et essais,En France,Auvergne-Rhône-Alpes,Gerflor,250 à  4 999 salarié(e)s ,Non,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques,6.0,Oui,Non,Réseaux des anciens / association des anciens élèves (Polytech Connect),L'adéquation avec un projet professionnel ,32000.0,Non,32000.0,2.0,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,3.0,,,Oui
Homme,1789477439328400,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,4.0,5.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,Consultant,Consultant en Chefferie de projet informatique,Oui,Activités informatiques et services d'information (TIC services),"Industrie automobile, aéronautique, navale, ferroviaire",,36000.0,Non,36000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,6 mois ou plus,Relations personnelles,"Réseau social professionnel (viadéo, Linkedln)|Sites Internet d'entreprises|Candidature spontannée|Démarché(e) par un 'chasseur de têtes'",Le secteur d'activité de l'entreprise,oui,oui,2.0,5.0,4.0,3.0,,3.0,Oui,Pas assez de charge de travail sur mon poste actuel,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Moins d'offres d'emploi,2.0,OUI,NON,Non
Homme,1782392903986310,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,16.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Holding Neuvessel,Informatique industrielle et technique ,Ingénieur en Systemes embarqués,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,33600.0,Oui,36000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,5.0,5.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Homme,1888410486055440,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,2.0,En France,Auvergne-Rhône-Alpes,,12.0,1.0,Secteur public,De 50 à 249 salarié(e)s ,Non,,Maîtrise d'ouvrage ,chargé de mission prévention des inondations,Oui,"Administration d'État, Collectivités territoriales, Hospitalière","Administration d'État, Collectivités territoriales, Hospitalière",,28000.0,Oui,30000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,3.0,4.0,5.0,2.0,3.0,4.0,Oui,Volonté de changement de localisation a moyen terme et comparaison avec les offres du marché,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,chargé d'opérations prévention des inondations,En France,Centre-Val de Loire,EPTB Loire,De 20 à 49 salarié(e)s ,Non,"Administration d'État, Collectivités territoriales, Hospitalière",12.0,Non,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,24000.0,Non,24000.0,1.0,Recours au télétravail,4.0,,,Oui
Homme,1882874480356570,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,13.0,3.0,Secteur privé,5 000 salarié(e)s ou plus,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Embedded Software Design Engineer,Oui,Autres secteurs ,Autres secteurs ,,45219.0,Oui,50000.0,NON,,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Report de signature de contrat / Report d'embauche|Voyage aux états-unis annulé :(,4.0,,,Oui
Femme,1783101174120860,Oui,,2019.0,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,8.0,0.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Biscuiterie Bouvard,"Qualité, hygiène, sécurité, environnement, normalisation, certification",Adjointe responsable qualité et environnement,Oui,Industrie agroalimentaire ,Industrie agroalimentaire ,,30000.0,Oui,30000.0,NON,NON,OUI,NON,,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",Le lieu géographique ,oui,oui,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
Femme,1783100789632700,Oui,,2019.0,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,40.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Altice,Informatique industrielle et technique ,Ingénieure logiciel,Oui,"Édition, audiovisuel et diffusion","Édition, audiovisuel et diffusion",,45650.0,Non,46200.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Candidature spontannée,stage de fin d'études|Candidature spontannée,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,Oui
Homme,1894332194288450,Oui,,2019.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,29.0,2.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,R&D informatique,Ingénieur R&D système embarqué,Oui,"Enseignement, recherche","Enseignement, recherche",,36000.0,Oui,37200.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,stage de fin d'études,Plateforme emploi de l'école (Poly+)|stage de fin d'études|Candidature spontannée|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1794045563789280,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Corse,,16.0,0.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,ingénieur d'affaires,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,29000.0,Oui,32000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises",Le lieu géographique ,oui,oui,5.0,4.0,5.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Femme,1789078790001190,Oui,,2020.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,3.0,En France,Grand Est,,11.0,0.0,Secteur public,250 à  4 999 salarié(e)s ,Non,,Maîtrise d'ouvrage ,Animatrice de la protection du milieu récepteur ,Non,"Administration d'État, Collectivités territoriales, Hospitalière","Production et distribution d'eau assainissement, gestion des déchets et dépollution",,23327.0,Non,23327.0,NON,OUI,NON,OUI,Non,Quotidiennement,Jamais,De 5 à moins de 6 mois,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,3.0,5.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,Moins de propositions de recrutement|Moins d'offres d'emploi,5.0,,,Oui
